0.168419,0.0824619,4.54606,0.0001,
0.121519,0.121684,4.52413,0.0001,
0.12707,0.139768,4.46291,0.00001,
0.1388,0.138788,4.3455,0.00045674,
0.151689,0.136933,4.18057,0.00117285,
0.164267,0.129495,3.98831,0.0144456,
0.172151,0.12046,3.78959,0.0559744,
0.179588,0.1128,3.60105,0.0945382,
0.180692,0.107345,3.42589,0.184619,
0.182657,0.10315,3.26862,0.225317,
0.180995,0.102944,3.12697,0.294878,
0.176554,0.100723,3.00021,0.300942,
0.171981,0.0974768,2.88758,0.291144,
0.167502,0.0951223,2.78591,0.283671,
0.163075,0.0924679,2.6932,0.274304,
0.158852,0.0903942,2.60903,0.266268,
0.155121,0.0877142,2.53251,0.261318,
0.151319,0.0859605,2.46187,0.265029,
0.147748,0.0848247,2.39684,0.269767,
0.144511,0.082731,2.33671,0.263815,
0.141793,0.0809695,2.28102,0.26094,
0.13965,0.0793582,2.22924,0.258132,
0.138019,0.0776822,2.18092,0.254464,
0.135926,0.0761877,2.13557,0.251688,
0.133678,0.0747171,2.09303,0.249198,
0.131446,0.073364,2.05307,0.247653,
0.129646,0.0721205,2.01537,0.246925,
0.127786,0.0713804,1.97983,0.248002,
0.125847,0.0703082,1.94645,0.249478,
0.124052,0.0697435,1.91489,0.252307,
0.122658,0.0699451,1.8854,0.256309,
0.121521,0.0696157,1.8576,0.258417,
0.120637,0.068883,1.83136,0.259872,
0.119794,0.068214,1.80646,0.261097,
0.119672,0.0675799,1.78323,0.262381,
0.119305,0.0671259,1.76097,0.26454,
0.118945,0.0668323,1.73977,0.266849,
0.119047,0.0665765,1.71985,0.268713,
0.119252,0.0665066,1.70091,0.270778,
0.119469,0.0665682,1.68284,0.272749,
0.119443,0.0663545,1.66545,0.273094,
0.119126,0.0661845,1.64856,0.273205,
0.118755,0.0666258,1.63223,0.275037,
0.118521,0.066764,1.61672,0.275516,
0.1187,0.0677779,1.60219,0.278073,
0.11886,0.0692615,1.58817,0.281323,
0.119215,0.0693903,1.57498,0.280833,
0.11932,0.0697029,1.56197,0.280613,
0.119481,0.0695241,1.54955,0.279092,
0.119846,0.0691278,1.53792,0.277,
0.120066,0.0688959,1.52633,0.275323,
0.120714,0.0684641,1.51589,0.27314,
0.121397,0.0681,1.50573,0.271165,
0.122247,0.0678511,1.49604,0.269473,
0.12296,0.0678548,1.48643,0.268366,
0.124125,0.068157,1.47752,0.267805,
0.125346,0.0689394,1.46887,0.268149,
0.127369,0.0689835,1.4612,0.26697,
0.129729,0.0685627,1.45415,0.265025,
0.131232,0.0683682,1.44651,0.263579,
0.132344,0.0681901,1.43871,0.262293,
0.133099,0.0679758,1.43076,0.26109,
0.133896,0.0676961,1.4231,0.259803,
0.134821,0.0674377,1.41575,0.258613,
0.135782,0.0673236,1.40859,0.257825,
0.13734,0.0671328,1.40213,0.256818,
0.13862,0.0668961,1.3956,0.256057,
0.139656,0.0666838,1.389,0.256088,
0.141644,0.0666184,1.38339,0.257354,
0.143717,0.0665542,1.37789,0.259427,
0.144925,0.0665124,1.3717,0.261682,
0.146418,0.066513,1.36591,0.265637,
0.147769,0.0665407,1.36004,0.269668,
0.149688,0.0666729,1.35464,0.274115,
0.151264,0.0668192,1.3491,0.279669,
0.152611,0.0670944,1.34348,0.285746,
0.153664,0.0674475,1.33777,0.29251,
0.154456,0.0678892,1.33201,0.30015,
0.154885,0.0684984,1.32605,0.307531,
0.154902,0.0693805,1.31982,0.315261,
0.154895,0.070312,1.3137,0.322853,
