0.0131584,0.0942887,4.54606,0.0001,
0.0995057,0.129696,3.24812,0.0001,
0.171684,0.129319,2.67246,0.111558,
0.180785,0.130394,2.32306,0.21281,
0.177945,0.133116,2.08211,0.269106,
0.16561,0.132255,1.90357,0.288304,
0.155247,0.124274,1.76505,0.273206,
0.147908,0.120813,1.65371,0.270926,
0.146066,0.114559,1.56042,0.264805,
0.143791,0.111555,1.48166,0.271236,
0.139879,0.114461,1.41444,0.286439,
0.135024,0.113511,1.35492,0.288361,
0.131041,0.114951,1.3025,0.293306,
0.126652,0.110832,1.25518,0.284628,
0.122416,0.11033,1.21266,0.291667,
0.118534,0.107889,1.17427,0.286406,
0.115008,0.104754,1.13948,0.278919,
0.111794,0.101887,1.1079,0.272034,
0.10892,0.0994308,1.07897,0.266183,
0.106645,0.100786,1.05252,0.268469,
0.105716,0.103179,1.02843,0.271557,
0.105677,0.110602,1.00669,0.280765,
0.10492,0.11585,0.986119,0.287225,
0.104213,0.120494,0.966848,0.293153,
0.103884,0.127871,0.948933,0.30359,
0.104017,0.132871,0.932169,0.3101,
0.103341,0.134812,0.916044,0.313391,
0.102812,0.134604,0.901003,0.314233,
0.102566,0.135714,0.886563,0.31909,
0.102428,0.135857,0.87267,0.324711,
0.102172,0.134544,0.859777,0.328954,
0.101898,0.133676,0.847744,0.334845,
0.101419,0.133049,0.836392,0.340988,
0.101316,0.133096,0.825576,0.346518,
0.101044,0.133345,0.815415,0.352467,
0.100785,0.134445,0.805651,0.358649,
0.100161,0.135701,0.796234,0.364512,
0.100215,0.138877,0.787785,0.371418,
0.100933,0.141636,0.780088,0.377602,
0.100773,0.145055,0.772666,0.385176,
0.100707,0.148117,0.765373,0.391594,
0.100943,0.153067,0.758572,0.399568,
0.101475,0.156851,0.752104,0.405368,
0.10193,0.164155,0.745767,0.415421,
0.102271,0.168611,0.739794,0.421378,
0.102807,0.180177,0.733893,0.436312,
0.10298,0.186088,0.72826,0.443694,
0.103079,0.194355,0.722768,0.453457,
