0.0829244,0.0638712,0.485486,0.0001,
0.0669657,0.10634,0.44302,0.160778,
0.0854363,0.124639,0.432057,0.177273,
0.0861716,0.124499,0.40456,0.211864,
0.0831247,0.122824,0.376291,0.236356,
0.0810105,0.114872,0.356356,0.25775,
0.080496,0.107207,0.34927,0.346219,
0.0833295,0.101888,0.345601,0.393661,
0.0852072,0.0999097,0.337186,0.426043,
0.0881867,0.0984828,0.329402,0.439669,
0.0898586,0.100782,0.32433,0.456891,
0.0884708,0.0996378,0.31352,0.450169,
0.0863313,0.0970789,0.302743,0.436058,
0.0840379,0.0950783,0.292121,0.422905,
0.0821037,0.0928026,0.282754,0.409515,
0.0800726,0.0909019,0.274351,0.397213,
0.0778922,0.088281,0.266977,0.385893,
0.0760981,0.085886,0.261547,0.377414,
0.0744254,0.0838541,0.256686,0.370763,
0.0728863,0.0820967,0.252167,0.363791,
0.0714964,0.0804123,0.248945,0.358733,
0.0702748,0.079048,0.247088,0.35484,
0.0689809,0.0777714,0.244763,0.351219,
0.0677851,0.076672,0.242917,0.348498,
0.0667387,0.07584,0.241576,0.346556,
0.0658973,0.0749321,0.241128,0.344386,
0.0648821,0.0740736,0.239854,0.343083,
0.0640707,0.0733113,0.239967,0.341982,
0.0634371,0.0725993,0.239748,0.342025,
0.062819,0.0720552,0.239026,0.343007,
0.0625224,0.0715517,0.240576,0.342183,
0.0623852,0.0708262,0.243093,0.340714,
0.0623026,0.0700344,0.245942,0.339396,
0.0622302,0.0694188,0.248349,0.338579,
0.0624683,0.0688242,0.251833,0.337556,
0.062488,0.0685574,0.254426,0.337539,
0.062305,0.0686034,0.256407,0.338225,
0.0626175,0.0689906,0.26013,0.339202,
0.0631851,0.0692596,0.264942,0.339393,
0.0634313,0.0693543,0.269603,0.338813,
0.0634681,0.0692368,0.273139,0.337481,
0.0634272,0.0693234,0.276398,0.33654,
0.0633704,0.0698678,0.279243,0.336584,
0.0632939,0.0701202,0.281749,0.335782,
0.0633449,0.0709633,0.284891,0.336133,
0.0632695,0.0722477,0.286734,0.33754,
0.0631745,0.072624,0.289149,0.336664,
0.0629358,0.0729344,0.290919,0.33559,
0.0627308,0.0732395,0.292757,0.334584,
0.0624774,0.0733675,0.294287,0.333339,
0.0622123,0.073689,0.295291,0.332649,
0.0620368,0.0740149,0.296707,0.332057,
0.0618646,0.0742598,0.298168,0.331258,
0.0617493,0.0746458,0.29989,0.330737,
0.0615669,0.075432,0.301332,0.331138,
0.0615612,0.0765172,0.303338,0.332035,
0.0616053,0.0782162,0.30505,0.334317,
0.0617171,0.0790569,0.306743,0.334736,
0.0620416,0.0794763,0.308936,0.334167,
0.0621712,0.0800403,0.310887,0.333853,
0.0620348,0.0803056,0.312435,0.332924,
0.0617613,0.0804351,0.31364,0.331786,
0.0614653,0.080384,0.31481,0.330372,
0.06118,0.0802156,0.316155,0.328798,
0.0609381,0.0802879,0.317503,0.327905,
0.0608399,0.0803435,0.318957,0.327112,
0.0606843,0.0803766,0.320146,0.326449,
0.0604719,0.0803086,0.32117,0.325878,
0.0606384,0.0801044,0.323014,0.325777,
0.0609675,0.0801012,0.324747,0.326812,
0.0611526,0.0804569,0.32636,0.329189,
0.061492,0.0806506,0.328021,0.331899,
0.0619963,0.081123,0.330192,0.335975,
0.0628854,0.081613,0.332814,0.340551,
0.063436,0.081628,0.335252,0.344024,
0.0638862,0.0815361,0.338052,0.347417,
0.064264,0.0815062,0.340351,0.350927,
0.0645227,0.0814566,0.342245,0.354424,
0.0647091,0.0815087,0.344396,0.358016,
0.0646848,0.0814321,0.346605,0.360599,
0.0646374,0.0816078,0.348151,0.363752,
0.06462,0.0818292,0.349912,0.366626,
0.0646626,0.0820232,0.3516,0.369725,
0.0647612,0.0820651,0.353865,0.372367,
0.0650511,0.0820561,0.357039,0.374586,
0.0654144,0.0820776,0.360171,0.376563,
0.065888,0.0821781,0.363257,0.378745,
0.0662601,0.082156,0.366173,0.380273,
0.0665523,0.0820429,0.368909,0.381268,
0.0668226,0.0818836,0.371579,0.381949,
0.0674081,0.0818287,0.374716,0.383016,
0.0679887,0.0817002,0.378041,0.383405,
0.068468,0.0815187,0.381132,0.383326,
0.0690503,0.0813569,0.384592,0.383055,
0.0695399,0.0811591,0.387755,0.382492,
0.0700774,0.0809663,0.391056,0.381724,
0.0706494,0.0808007,0.396421,0.381939,
0.0714504,0.0806779,0.402921,0.388922,
0.0723337,0.0805779,0.408825,0.404462,
0.0733505,0.0804006,0.414247,0.415453,
0.074554,0.0802181,0.419417,0.423486,
0.0757093,0.079911,0.424274,0.427593,
0.0770677,0.0796417,0.429297,0.430489,
0.0783229,0.079388,0.433766,0.4326,
0.0795953,0.0791961,0.437861,0.434147,
0.0807535,0.0789447,0.441656,0.435839,
0.0817583,0.0786887,0.444992,0.437858,
0.0825572,0.0784656,0.447814,0.440411,
0.083062,0.0783138,0.449566,0.443885,
0.083404,0.0782323,0.450667,0.447883,
0.0836145,0.0782706,0.451143,0.452553,
0.083583,0.0786504,0.451229,0.45924,
0.0835206,0.0790269,0.451282,0.465957,
0.0833929,0.0795771,0.451218,0.473271,
0.0832322,0.0800719,0.451063,0.480262,
0.0830937,0.080742,0.450808,0.487316,
